id,title,author,real_price,sale_price,sale,category,retrieved_at
313,Еден ден во декември,од:,430 ден,430 ден,0,Романси,2025-05-02
314,Дневникот на Бриџит Џонс,од:,300 ден,300 ден,0,Романси,2025-05-02
315,Бриџит Џонс: На работ на разумот,од:,300 ден,300 ден,0,Романси,2025-05-02
316,Бриџит Џонс: Луда по него,од:,300 ден,300 ден,0,Романси,2025-05-02
317,Бебето на Бриџит Џонс,од:,300 ден,300 ден,0,Романси,2025-05-02
318,Безнадежно,од: Колин Хувер,450 ден,450 ден,0,Романси,2025-05-02
319,Исповеди,од: Колин Хувер,390 ден,390 ден,0,Романси,2025-05-02
320,Јас пред тебе,од:,450 ден,450 ден,0,Романси,2025-05-02
321,После тебе,од:,450 ден,450 ден,0,Романси,2025-05-02
322,Париз за еден и други приказни,од:,450 ден,450 ден,0,Романси,2025-05-02
323,Еден плус еден,од:,450 ден,450 ден,0,Романси,2025-05-02
324,Сè уште јас,од:,450 ден,450 ден,0,Романси,2025-05-02
325,Мирисот на листовите чај,од:,500 ден,500 ден,0,Романси,2025-05-02
326,Птиците умираат пеејќи,од:,600 ден,600 ден,0,Романси,2025-05-02
327,Ателјето на Монмартр,од: Олга М.Петкова,390 ден,390 ден,0,Романси,2025-05-02
328,Заеднички стан,од:,490 ден,490 ден,0,Романси,2025-05-02
329,Министерство за врвна среќа,од:,500 ден,500 ден,0,Романси,2025-05-02
330,Љубовниците полиглоти,од:,370 ден,370 ден,0,Романси,2025-05-02
331,Писма до Милена,од:,620 ден,620 ден,0,Романси,2025-05-02
332,Фаворити,од: Лејн Фарго,590 ден,590 ден,0,Мистерии,2025-05-02
333,Дневникот на непознатите,од: Далибор Трајков,370 ден,370 ден,0,Мистерии,2025-05-02
334,Сите нејзини демони,од: Оља Петрушевска – Томева,390 ден,390 ден,0,Мистерии,2025-05-02
335,Светлината на Антикитера,од: Лепа Гештаковска Христовска,370 ден,370 ден,0,Мистерии,2025-05-02
336,Италијанскиот ракопис,од: Лепа Гештаковска Христовска,320 ден,320 ден,0,Мистерии,2025-05-02
337,Тајната на монахот,од: Далибор Трајков,390 ден,390 ден,0,Мистерии,2025-05-02
338,Оддел Д,од: Фрида МекФаден,520 ден,520 ден,0,Мистерии,2025-05-02
339,Никогаш не лажи,од: Фрида МекФаден,520 ден,520 ден,0,Мистерии,2025-05-02
340,Длабоко под површината,од: Памела Клер,420 ден,420 ден,0,Мистерии,2025-05-02
341,Дневникот на собарката,од: Лорет Ен Вајт,490 ден,490 ден,0,Мистерии,2025-05-02
342,Сè што заборавила Алиса,од: Лиен Мориарти,550 ден,550 ден,0,Мистерии,2025-05-02
343,Куќната помошничка,од: Фрида МекФаден,520 ден,520 ден,0,Мистерии,2025-05-02
344,Надвор од контрола (амок),од: Себастијан Фицек,590 ден,590 ден,0,Мистерии,2025-05-02
345,Умри за мене,од: Синтија Идн,450 ден,225 ден,1,Мистерии,2025-05-02
346,Од жарјето,од: Али Мартинез,420 ден,420 ден,0,Мистерии,2025-05-02
347,Приказна на една мајка,од: Аманда Провс,390 ден,390 ден,0,Мистерии,2025-05-02
348,Плачот на срната,од:,350 ден,350 ден,0,Мистерии,2025-05-02
349,Сопругата на детективот,од: Мирјана Проданова,350 ден,350 ден,0,Мистерии,2025-05-02
350,Врати ме назад,од: Б.А. Парис,420 ден,420 ден,0,Мистерии,2025-05-02
351,Девојката од писмото,од:,450 ден,450 ден,0,Мистерии,2025-05-02
352,Најмрачното изгрејсонце,од: Али Мартинез,390 ден,390 ден,0,Мистерии,2025-05-02
353,Верити,од: Колин Хувер,420 ден,420 ден,0,Мистерии,2025-05-02
354,Желки до бесконечност,од: Џон Грин,390 ден,390 ден,0,Мистерии,2025-05-02
355,Тајната колиба на плажата,од: Сара Џио,400 ден,400 ден,0,Мистерии,2025-05-02
356,Совршената замена,од: Грир Хендрикс и Сара Пеканен,440 ден,440 ден,0,Мистерии,2025-05-02
357,Еленор Олифант е океј,од: Гејл Ханимен,400 ден,400 ден,0,Мистерии,2025-05-02
358,Темјанушки во март,од: Сара Џио,400 ден,400 ден,0,Мистерии,2025-05-02
359,На раб на лудило,од: Б.А. Парис,400 ден,400 ден,0,Мистерии,2025-05-02
360,Скриена во најмрачниот агол,од: Елизабет Хејнс,420 ден,420 ден,0,Мистерии,2025-05-02
361,Сушата,од: Џејн Харпер,420 ден,420 ден,0,Мистерии,2025-05-02
362,Зад затворени врати,од: Б.А. Парис,390 ден,390 ден,0,Мистерии,2025-05-02
363,Ејми ја нема,од: Џилијан Флин,440 ден,440 ден,0,Мистерии,2025-05-02
364,Тајната на сопругот,од: Лиен Мориарти,390 ден,390 ден,0,Мистерии,2025-05-02
365,Дете 44,од: Том Роб Смит,420 ден,420 ден,0,Мистерии,2025-05-02
366,Големи мали лаги,од: Лиен Мориарти,400 ден,400 ден,0,Мистерии,2025-05-02
367,Ние бевме лажговци,од: Е. Локхарт,380 ден,380 ден,0,Мистерии,2025-05-02
368,Мали црни лаги,од: Шерон Болтон,420 ден,420 ден,0,Мистерии,2025-05-02
369,Специјалист за љубомора и други раскази,од:,450 ден,450 ден,0,Мистерии,2025-05-02
370,Фатални желби,од: Бруклин Хадсон,380 ден,380 ден,0,Мистерии,2025-05-02
371,Опасен онлајн разговор,од: Сара Дарер Литман,380 ден,380 ден,0,Мистерии,2025-05-02
372,Алекс,од: Пјер Леметр,400 ден,400 ден,0,Мистерии,2025-05-02
373,Во потрага по Алјаска,од: Џон Грин,370 ден,370 ден,0,Мистерии,2025-05-02
374,Крвава месечина,од:,600 ден,600 ден,0,Мистерии,2025-05-02
375,Анжелик,од:,240 ден,240 ден,0,Мистерии,2025-05-02
376,Никогаш не оставај ме,од:,450 ден,450 ден,0,Мистерии,2025-05-02
377,Подоцна,од:,390 ден,390 ден,0,Мистерии,2025-05-02
378,Те знам,од:,450 ден,450 ден,0,Мистерии,2025-05-02
379,На лов,од:,460 ден,460 ден,0,Мистерии,2025-05-02
380,Кога веруваме во сирени,од:,500 ден,500 ден,0,Мистерии,2025-05-02
381,Остров на тишината,од:,400 ден,400 ден,0,Мистерии,2025-05-02
382,Пеколен меден месец,од:,400 ден,400 ден,0,Мистерии,2025-05-02
383,Станот во Париз,од:,490 ден,490 ден,0,Мистерии,2025-05-02
384,Црниот мачор – раскази за мистеријата,од:,300 ден,300 ден,0,Мистерии,2025-05-02
385,Совпаѓање,од:,490 ден,490 ден,0,Мистерии,2025-05-02
386,Знакот на четворицата,од:,300 ден,300 ден,0,Мистерии,2025-05-02
387,Карпа на бесилките #4 Детската куќа,од:,400 ден,400 ден,0,Мистерии,2025-05-02
388,Зошто ме тргаш од ѕвездите?,од:,280 ден,280 ден,0,Мистерии,2025-05-02
389,Скарлетна студија,од:,300 ден,300 ден,0,Мистерии,2025-05-02
390,Прозорецот,од:,400 ден,400 ден,0,Мистерии,2025-05-02
391,Селфи,од:,550 ден,550 ден,0,Мистерии,2025-05-02
392,Менталист,од:,650 ден,650 ден,0,Мистерии,2025-05-02
393,Остави го светот зад тебе,од:,390 ден,390 ден,0,Мистерии,2025-05-02
394,Лејла,од:,420 ден,420 ден,0,Мистерии,2025-05-02
395,Штама,од:,550 ден,550 ден,0,Мистерии,2025-05-02
396,Куклата,од:,500 ден,500 ден,0,Мистерии,2025-05-02
397,Драг господине М,од:,450 ден,450 ден,0,Мистерии,2025-05-02
398,Анатомија на скандалот,од:,500 ден,500 ден,0,Мистерии,2025-05-02
399,Свети ереси,од:,500 ден,500 ден,0,Мистерии,2025-05-02
400,Замрачување,од:,350 ден,350 ден,0,Мистерии,2025-05-02
401,Последната годишнина,од:,490 ден,490 ден,0,Мистерии,2025-05-02
402,За ваше добро,од:,490 ден,490 ден,0,Мистерии,2025-05-02
403,Хартиената палата,од:,500 ден,500 ден,0,Мистерии,2025-05-02
404,Клучот за Ребека,од:,450 ден,450 ден,0,Мистерии,2025-05-02
405,Детето на месечевата светлина,од:,500 ден,500 ден,0,Мистерии,2025-05-02
406,Лебарки,од:,500 ден,500 ден,0,Мистерии,2025-05-02
407,Кралството,од:,600 ден,600 ден,0,Мистерии,2025-05-02
408,Левораката дама,од:,280 ден,280 ден,0,Мистерии,2025-05-02
409,Во еден миг,од:,500 ден,500 ден,0,Мистерии,2025-05-02
